ticker,earn_date,sig,entry_date,entry,first12,mcap_pit,tier,sector,industry,profitable,lumpy,val_ok,rev_yoy,pe,ps,ret6,xs6,ret12,xs12,ret24,xs24
AMAT,2021-08-26,S1超,2021-08-27,131.16,False,119.877,large,Technology,Semiconductor Equipment & Materials,True,False,True,0.41,22.6,5.7,-0.0138,0.0099,-0.2703,-0.1833,0.0842,0.0706
AMBA,2021-06-08,S2b,2021-06-09,96.27,True,3.492,mid,Technology,Semiconductor Equipment & Materials,False,False,False,0.283,,15.1,1.1592,1.0461,-0.1719,-0.1365,-0.1368,-0.1873
AMBA,2021-09-08,S2b,2021-09-09,146.34,False,5.363,mid,Technology,Semiconductor Equipment & Materials,False,False,False,0.583,,21.0,-0.3778,-0.3362,-0.5139,-0.4324,-0.5907,-0.6136
AMBA,2021-12-10,S2a+S2b,2021-12-13,197.35,False,7.287,mid,Technology,Semiconductor Equipment & Materials,False,False,False,0.643,,24.5,-0.6456,-0.4546,-0.5611,-0.4357,-0.6869,-0.7266
AMBA,2024-12-06,S2b,2024-12-09,74.71,True,3.113,mid,Technology,Semiconductor Equipment & Materials,False,False,True,0.634,,12.4,-0.2723,-0.2703,0.0474,-0.0959,,
AMC,2021-08-09,S2b,2021-08-10,317.5,True,24.075,large,Communication Services,Entertainment,False,False,False,22.529,,27.5,-0.4145,-0.4363,-0.2545,-0.2167,-0.8431,-0.8815
AMC,2023-08-08,S2a,2023-08-09,49.0,True,3.716,mid,Communication Services,Entertainment,False,False,True,0.156,,0.8,-0.9106,-1.0436,-0.898,-1.1104,-0.9402,-1.4077
AMC,2023-11-08,S2a+S2b,2023-11-09,8.71,False,0.66,small,Communication Services,Entertainment,False,False,True,0.452,,0.1,-0.6498,-0.8574,-0.5098,-0.9072,-0.7176,-1.3289
AMCR,2023-05-03,S1,2023-05-04,44.18,True,0.001,nano,Consumer Cyclical,Packaging & Containers,True,False,True,-0.011,0.0,0.0,-0.0851,-0.1658,0.0331,-0.2473,0.0087,-0.4203
AMCR,2023-11-01,S1,2023-11-02,39.09,False,0.001,nano,Consumer Cyclical,Packaging & Containers,True,False,True,-0.072,0.0,0.0,0.1512,-0.0296,0.2254,-0.1182,-0.0239,-0.6513
AMCR,2024-02-07,S1,2024-02-08,41.19,False,0.001,nano,Consumer Cyclical,Packaging & Containers,True,False,True,-0.107,0.0,0.0,0.1891,0.1175,0.1499,-0.0712,0.141,-0.2861
AMCR,2024-05-01,S1,2024-05-02,45.0,False,0.001,nano,Consumer Cyclical,Packaging & Containers,True,False,True,-0.07,0.0,0.0,0.0644,-0.0734,-0.0087,-0.1452,-0.1749,-0.6366
AMD,2021-01-29,S1超,2021-02-01,87.66,True,106.156,large,Technology,Semiconductors,True,False,True,0.525,42.6,10.9,0.2392,0.0685,0.3322,0.1122,-0.0345,-0.1588
AMD,2021-04-28,S1超+S2b,2021-04-29,83.91,False,101.951,large,Technology,Semiconductors,True,False,True,0.929,35.4,8.9,0.4328,0.3325,0.0192,0.0255,0.0651,0.0449
AMD,2021-07-28,S1超+S2b,2021-07-29,102.95,False,124.878,large,Technology,Semiconductors,True,False,True,0.993,36.3,9.4,0.0222,0.0125,-0.0824,-0.0306,0.0972,0.0284
AMD,2021-10-27,S1超,2021-10-28,121.16,False,146.846,large,Technology,Semiconductors,True,False,True,0.54,37.0,9.9,-0.2602,-0.1998,-0.4882,-0.3498,-0.2041,-0.128
AMD,2022-05-04,S2b,2022-05-05,93.87,True,152.069,large,Technology,Semiconductors,True,False,True,0.709,51.1,8.7,-0.3375,-0.2546,-0.0429,-0.057,0.6595,0.3717
AMD,2025-05-07,S2b,2025-05-08,101.7,True,164.347,large,Technology,Semiconductors,True,False,True,0.359,88.0,6.4,1.2964,1.1021,3.4758,3.1555,,
AMLX,2023-05-11,S2a,2023-05-12,27.67,True,1.857,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,,,,-0.5323,-0.6096,-0.9342,-1.2182,-0.8338,-1.289
AMLX,2023-08-10,S2a,2023-08-11,21.6,False,1.455,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,,,,-0.2477,-0.3804,-0.9083,-1.1217,-0.638,-1.1029
AMN,2021-05-10,S2b,2021-05-11,92.57,True,4.368,mid,Healthcare,Medical Care Facilities,True,False,True,0.471,34.1,1.6,0.172,0.0451,-0.0473,-0.008,0.0116,-0.0136
AMN,2021-11-05,S1超+S2b,2021-11-08,102.89,False,4.864,mid,Healthcare,Medical Care Facilities,True,False,True,0.591,38.0,1.5,-0.1371,0.0081,0.1784,0.3515,-0.4122,-0.3736
AMN,2022-05-06,S2b,2022-05-09,88.78,False,4.007,mid,Healthcare,Medical Care Facilities,True,False,True,0.752,15.9,1.0,0.3551,0.4076,0.0483,-0.0012,-0.3146,-0.6624
AMPG,2025-05-15,S2b,2025-05-16,2.06,True,0.04,nano,Technology,Communication Equipment,False,False,True,0.569,,3.6,0.4757,0.349,0.432,0.1738,,
AMPH,2021-11-09,S2b,2021-11-10,21.15,True,1.015,small,Healthcare,Drug Manufacturers - Specialty & Generic,True,False,True,0.345,21.9,2.5,0.6076,0.741,0.3466,0.4824,1.4851,1.5052
AMPH,2023-11-08,S2b,2023-11-09,52.41,True,2.51,mid,Healthcare,Drug Manufacturers - Specialty & Generic,True,False,True,0.503,21.4,4.3,-0.1904,-0.398,-0.0782,-0.4757,-0.5016,-1.1129
AMPH,2024-08-09,S2b,2024-08-12,43.25,False,2.118,mid,Healthcare,Drug Manufacturers - Specialty & Generic,True,False,True,0.252,13.5,3.1,-0.2643,-0.403,-0.2983,-0.5185,,
AMPY,2021-08-04,S2b,2021-08-05,3.42,True,0.13,micro,Energy,Oil & Gas E&P,False,True,True,1.286,,0.5,0.231,0.2085,0.7602,0.811,1.1813,1.1387
AMPY,2022-08-03,S2a,2022-08-04,5.97,False,0.229,micro,Energy,Oil & Gas E&P,False,False,True,0.515,,0.6,0.3367,0.3324,0.2496,0.1532,0.0503,-0.2371
AMPY,2022-11-01,S2a,2022-11-02,9.05,True,0.348,small,Energy,Oil & Gas E&P,True,False,True,0.302,24.2,0.8,-0.2674,-0.3726,-0.2254,-0.3926,-0.2773,-0.8456
AMR,2021-11-05,S2a+S2b,2021-11-08,56.08,True,1.032,small,Basic Materials,Coking Coal,False,False,True,0.931,,0.6,1.4522,1.5974,1.8971,2.0701,2.9594,2.998
AMR,2022-05-05,S2a+S2b,2022-05-06,163.68,False,3.028,mid,Basic Materials,Coking Coal,True,False,True,1.775,7.0,1.2,0.039,0.1076,-0.1077,-0.1279,0.8123,0.5167
AMR,2022-08-08,S2b,2022-08-09,125.08,False,2.214,mid,Basic Materials,Coking Coal,True,False,True,2.391,2.1,0.6,0.2396,0.2413,0.463,0.3617,1.0677,0.7324
AMRC,2021-05-05,S1,2021-05-06,49.46,True,2.491,mid,Industrials,Engineering & Construction,True,False,False,0.187,59.7,2.6,0.9713,0.846,0.1371,0.1426,-0.13,-0.1445
AMRC,2021-08-03,S1,2021-08-04,62.01,False,3.26,mid,Industrials,Engineering & Construction,True,False,True,0.228,66.3,3.2,-0.2416,-0.2706,0.079,0.1221,-0.1932,-0.2424
AMRC,2021-11-02,S1,2021-11-03,96.58,False,5.103,mid,Industrials,Engineering & Construction,True,False,False,-0.031,82.0,4.7,-0.3961,-0.2981,-0.4606,-0.271,-0.6913,-0.6558
AMRC,2022-05-03,S2b,2022-05-04,62.84,False,3.37,mid,Industrials,Engineering & Construction,True,False,True,0.879,56.5,2.6,-0.1575,-0.0421,-0.3423,-0.3025,-0.6434,-0.8728
AMRC,2022-08-02,S2b,2022-08-03,63.97,True,3.401,mid,Industrials,Engineering & Construction,True,False,True,1.108,42.2,2.1,-0.0596,-0.0632,-0.1868,-0.2875,-0.5715,-0.8966
AMRC,2023-05-02,S1,2023-05-03,42.28,False,2.252,mid,Industrials,Engineering & Construction,True,False,True,-0.428,28.8,1.3,-0.2949,-0.368,-0.47,-0.7412,-0.7162,-1.1433
AMRC,2024-08-06,S2b,2024-08-07,27.92,True,1.483,small,Industrials,Engineering & Construction,True,True,True,0.339,49.9,1.1,-0.2575,-0.4233,-0.2833,-0.5175,,
AMRC,2024-11-08,S2b,2024-11-11,28.6,False,1.523,small,Industrials,Engineering & Construction,True,True,True,0.494,37.2,1.0,-0.4913,-0.4711,0.2269,0.0724,,
AMRN,2021-08-05,S2a,2021-08-06,98.6,True,38.969,large,Healthcare,Drug Manufacturers - General,True,True,False,0.142,10230.7,66.2,-0.2738,-0.2914,-0.7383,-0.686,-0.7667,-0.8167
AMRN,2024-07-31,S1+S2a,2024-08-01,12.4,True,5.098,mid,Healthcare,Drug Manufacturers - General,False,False,False,-0.158,,18.9,-0.0645,-0.18,0.2226,0.0634,,
AMRX,2021-05-07,S2a,2021-05-10,5.31,True,0.0,nano,Healthcare,Drug Manufacturers - Specialty & Generic,True,True,True,-0.011,0.0,0.0,-0.0113,-0.1278,-0.3729,-0.3403,-0.6648,-0.6826
AMRX,2021-08-09,S1,2021-08-10,5.09,False,0.0,nano,Healthcare,Drug Manufacturers - Specialty & Generic,True,False,True,0.152,0.0,0.0,-0.0452,-0.067,-0.3831,-0.3453,-0.169,-0.2073
AMRX,2023-08-08,S2a,2023-08-09,4.23,True,0.0,nano,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,0.071,,0.0,0.3168,0.1838,0.8085,0.5961,1.0189,0.5514
AMRX,2023-11-09,S1+S2a,2023-11-10,4.22,False,0.0,nano,Healthcare,Drug Manufacturers - Specialty & Generic,True,False,True,0.137,0.0,0.0,0.5782,0.3876,1.1801,0.8028,1.7204,1.1338
AMT,2021-07-29,S2b,2021-07-30,241.89,True,110.065,large,Real Estate,REIT - Specialty,True,False,True,0.53,53.1,192.9,-0.1021,-0.135,-0.0221,0.025,-0.2918,-0.3679
AMT,2021-10-28,S2b,2021-10-29,242.3,False,110.346,large,Real Estate,REIT - Specialty,True,False,True,0.555,46.4,167.7,-0.1364,-0.0395,-0.2567,-0.1166,-0.3522,-0.2852
AMT,2025-04-29,S2b,2025-04-30,215.33,True,100.803,large,Real Estate,REIT - Specialty,True,False,True,0.306,31.8,127.9,-0.1906,-0.4235,-0.1595,-0.4703,,
AMTX,2022-08-08,S1,2022-08-09,10.17,True,0.352,small,Basic Materials,Specialty Chemicals,False,False,True,0.201,,1.6,-0.5772,-0.5755,-0.3127,-0.414,-0.7591,-1.0944
AMZN,2021-02-03,S2b,2021-02-04,166.55,True,83.775,large,Consumer Cyclical,Internet Retail,True,False,True,0.436,3.9,0.2,0.0071,-0.137,-0.0535,-0.2309,-0.3792,-0.4787
AMZN,2021-04-30,S2b,2021-05-03,169.32,False,85.34,large,Consumer Cyclical,Internet Retail,True,False,True,0.438,3.2,0.2,-0.0007,-0.1192,-0.2662,-0.2749,-0.3879,-0.3931
AN,2021-04-22,S2b,2021-04-23,102.01,True,8.212,mid,Consumer Cyclical,Auto & Truck Dealerships,True,False,True,0.265,17.5,0.4,0.2791,0.1847,0.0427,0.007,0.301,0.2808
AN,2021-07-21,S2b,2021-07-22,116.45,False,8.512,mid,Consumer Cyclical,Auto & Truck Dealerships,True,False,True,0.539,7.8,0.4,-0.0985,-0.1111,0.0053,0.0851,0.332,0.2616
ANAB,2023-05-11,S2b,2023-05-12,12.97,True,0.35,small,Healthcare,Biotechnology,False,False,False,0.416,,72.2,-0.2807,-0.358,0.2334,-0.0505,0.0298,-0.4254
ANAB,2023-08-07,S2b,2023-08-08,12.63,False,0.335,small,Healthcare,Biotechnology,False,False,False,1.845,,45.6,0.2206,0.1017,0.7726,0.5735,0.1098,-0.3479
ANAB,2024-05-09,S2b,2024-05-10,15.61,False,0.426,small,Healthcare,Biotechnology,False,False,False,4.225,,27.8,-0.0431,-0.2,-0.1632,-0.2605,3.352,2.898
ANAB,2024-11-05,S2b,2024-11-06,14.81,True,0.451,small,Healthcare,Biotechnology,False,False,True,8.047,,8.8,-0.0941,-0.0456,0.7199,0.572,,
ANDE,2021-05-05,S2b,2021-05-06,28.32,True,0.951,small,Consumer Defensive,Food Distribution,True,True,False,0.457,139.3,0.6,0.2195,0.0943,0.2726,0.2782,0.2579,0.2434
ANDE,2021-11-04,S2b,2021-11-05,34.53,False,1.162,small,Consumer Defensive,Food Distribution,True,False,True,0.621,15.8,0.6,0.099,0.21,0.0192,0.2038,0.4813,0.5225
ANDE,2022-08-08,S2b,2022-08-09,35.35,True,1.217,small,Consumer Defensive,Food Distribution,True,False,True,0.533,9.3,0.4,-0.0033,-0.0016,0.4173,0.316,0.2888,-0.0465
ANDE,2022-11-03,S1,2022-11-04,35.2,False,1.211,small,Consumer Defensive,Food Distribution,True,False,True,0.389,8.0,0.4,-0.0072,-0.0927,0.4357,0.2625,0.2644,-0.2942
ANDE,2023-11-08,S1,2023-11-09,45.65,True,1.564,small,Consumer Defensive,Food Distribution,True,True,True,0.083,18.0,0.5,0.116,-0.0916,0.0411,-0.3563,0.1064,-0.5049
ANET,2021-05-06,S2b,2021-05-07,20.53,True,1.566,small,Technology,Computer Hardware,True,False,True,0.276,2.3,0.6,0.6024,0.4843,0.3513,0.364,0.6811,0.6737
ANET,2021-08-03,S2b,2021-08-04,23.88,False,1.831,small,Technology,Computer Hardware,True,False,True,0.308,2.5,0.7,0.2804,0.2514,0.2882,0.3313,0.88,0.8309
ANET,2022-05-03,S2b,2022-05-04,29.45,False,9.075,mid,Technology,Computer Hardware,True,False,True,0.314,10.4,3.0,0.1127,0.2282,0.149,0.1888,1.3296,1.1002
ANET,2022-08-02,S2b,2022-08-03,30.42,True,9.263,mid,Technology,Computer Hardware,True,False,True,0.487,9.3,2.7,0.0843,0.0807,0.4606,0.36,1.624,1.2989
ANET,2022-11-01,S2b,2022-11-02,31.26,False,9.55,mid,Technology,Computer Hardware,True,False,True,0.572,8.3,2.5,0.0795,-0.0257,0.6929,0.5257,2.1524,1.5841
ANET,2023-10-31,S1,2023-11-01,52.71,True,16.391,large,Technology,Computer Hardware,True,False,True,0.283,9.0,3.0,0.2104,0.0181,0.8695,0.5002,1.9917,1.3362
ANET,2024-05-08,S1,2024-05-09,74.02,False,23.212,large,Technology,Computer Hardware,True,False,True,0.163,11.0,3.9,0.3526,0.1953,0.1689,0.0702,0.9154,0.4628
ANET,2024-07-31,S1,2024-08-01,84.66,False,26.591,large,Technology,Computer Hardware,True,False,True,0.159,11.4,4.3,0.3611,0.2456,0.3887,0.2295,,
ANET,2025-05-07,S2b,2025-05-08,87.27,True,109.663,large,Technology,Computer Hardware,True,False,True,0.276,38.3,15.5,0.5429,0.3487,0.6245,0.3042,,
ANF,2021-06-09,S2b,2021-06-10,40.84,True,2.667,mid,Consumer Cyclical,Apparel Retail,False,False,True,0.61,,1.0,-0.1312,-0.2497,-0.5331,-0.4654,-0.1616,-0.2072
ANF,2022-12-06,S1,2022-12-07,23.71,True,1.173,small,Consumer Cyclical,Apparel Retail,True,False,False,-0.028,100.1,0.3,0.4235,0.3294,2.2872,2.1034,5.3834,4.7919
ANF,2023-06-06,S1+S2a,2023-06-07,33.75,False,1.737,small,Consumer Cyclical,Apparel Retail,False,False,True,0.029,,0.5,1.3093,1.2273,4.1908,3.9208,1.459,1.0159
ANF,2023-09-01,S1+S2a,2023-09-05,54.85,False,2.827,mid,Consumer Cyclical,Apparel Retail,True,False,False,0.162,52.0,0.8,1.5515,1.414,1.5129,1.2723,0.7387,0.2596
ANGO,2023-10-05,S2a,2023-10-06,7.07,True,0.284,micro,Healthcare,Medical Instruments & Supplies,True,False,True,-0.035,19.1,0.9,-0.0057,-0.2213,-0.1372,-0.477,0.5926,-0.0113
ANGO,2024-01-08,S1,2024-01-09,6.26,False,0.252,micro,Healthcare,Medical Instruments & Supplies,False,True,True,-0.074,,0.8,-0.1022,-0.2826,1.0671,0.8072,0.5751,0.0742
ANGO,2025-01-08,S1,2025-01-10,12.3,True,0.502,small,Healthcare,Medical Instruments & Supplies,False,False,True,-0.079,,1.7,-0.2293,-0.3138,-0.1984,-0.4081,,
ANIK,2021-05-07,S2a,2021-05-10,41.5,True,0.596,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,-0.031,,4.6,-0.0648,-0.1813,-0.488,-0.4554,-0.3913,-0.4091
ANIK,2021-08-06,S2a,2021-08-09,40.67,False,0.586,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,0.243,,4.3,-0.2447,-0.2865,-0.4453,-0.3889,-0.508,-0.5472
ANIK,2022-05-06,S1,2022-05-09,20.4,False,0.296,micro,Healthcare,Drug Manufacturers - Specialty & Generic,True,False,False,0.07,42.3,2.0,0.451,0.5034,0.2397,0.1902,0.2382,-0.1095
ANIK,2022-08-04,S1,2022-08-05,22.68,True,0.331,small,Healthcare,Drug Manufacturers - Specialty & Generic,True,False,False,0.04,252.2,2.1,0.3761,0.3763,-0.0291,-0.1274,0.1354,-0.1542
ANIK,2023-08-08,S1,2023-08-09,20.01,True,0.293,micro,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,0.117,,1.8,0.2009,0.068,0.2834,0.0709,-0.5947,-1.0622
ANIK,2024-08-08,S1,2024-08-09,25.68,True,0.381,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,-0.054,,2.3,-0.3104,-0.4525,-0.6842,-0.8946,,
ANIP,2021-05-07,S2a,2021-05-10,32.9,True,0.395,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,True,True,0.095,,1.9,0.3948,0.2783,-0.2316,-0.1991,0.3307,0.3129
ANIP,2022-08-08,S2b,2022-08-09,34.0,True,0.553,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,0.519,,2.3,0.3097,0.3114,0.7965,0.6951,0.7029,0.3677
ANIP,2022-11-09,S2b,2022-11-10,36.29,False,0.592,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,0.61,,2.2,0.2064,0.1516,0.4373,0.3034,0.7013,0.1395
ANIP,2023-05-08,S2a+S2b,2023-05-09,44.41,False,0.734,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,0.656,,2.2,0.1765,0.1131,0.4834,0.1993,0.4929,0.082
ANIP,2023-08-09,S2a,2023-08-10,60.62,True,1.082,small,Healthcare,Drug Manufacturers - Specialty & Generic,False,False,True,0.578,,2.8,-0.0678,-0.2003,-0.0449,-0.2569,0.4002,-0.0639
ANIP,2025-05-09,S2b,2025-05-12,62.3,True,1.249,small,Healthcare,Drug Manufacturers - Specialty & Generic,True,True,False,0.434,168.0,2.0,0.4008,0.2219,0.2761,-0.0046,,
AON,2024-10-25,S2b,2024-10-28,367.83,True,99.24,large,Financial,Insurance Brokers,True,False,True,0.26,41.5,6.8,-0.0726,-0.027,-0.1053,-0.3026,,
AORT,2021-11-05,S2a,2021-11-08,22.25,True,0.989,small,Healthcare,Medical Devices,True,False,False,0.109,412.8,3.8,-0.2575,-0.1123,-0.5043,-0.3312,-0.3816,-0.343
AORT,2023-08-04,S1,2023-08-07,17.17,True,0.729,small,Healthcare,Medical Devices,False,False,True,0.111,,2.2,-0.0274,-0.1409,0.4648,0.2979,0.9045,0.4644
AORT,2024-05-07,S2a,2024-05-08,23.3,False,0.991,small,Healthcare,Medical Devices,False,False,True,0.171,,2.8,0.2322,0.0683,0.2245,0.118,0.0906,-0.3704
AOS,2021-07-30,S2b,2021-08-02,63.94,True,10.342,large,Industrials,Specialty Industrial Machinery,True,False,True,0.295,23.4,3.2,0.0855,0.0333,-0.1192,-0.0649,0.078,0.0177
AOS,2022-05-02,S2b,2022-05-03,54.79,False,8.675,mid,Industrials,Specialty Industrial Machinery,True,False,True,0.271,18.6,2.5,-0.0704,0.0311,0.1989,0.2024,0.4795,0.2127
AOS,2023-04-28,S1,2023-05-01,66.33,True,10.076,large,Industrials,Specialty Industrial Machinery,True,False,True,-0.012,20.9,2.7,0.0185,-0.0061,0.2001,-0.0215,-0.0047,-0.3856
AOS,2023-07-28,S1,2023-07-31,68.97,False,10.452,large,Industrials,Specialty Industrial Machinery,True,False,True,-0.005,20.1,2.8,0.0779,0.015,0.1901,-0.03,0.0101,-0.4074
AOSL,2021-02-08,S1+S2b,2021-02-09,33.97,True,0.875,small,Technology,Semiconductors,True,False,True,0.348,58.4,1.6,-0.2114,-0.3517,0.6838,0.4958,-0.1054,-0.1796
AOSL,2021-05-07,S1超+S2b,2021-05-10,27.86,False,0.727,small,Technology,Semiconductors,True,False,True,0.584,22.7,1.2,0.528,0.4115,0.2782,0.3107,-0.1357,-0.1535
AOUT,2021-03-17,S2b,2021-03-18,26.0,True,0.364,small,Consumer Cyclical,Leisure,True,False,True,0.907,21.4,1.4,-0.0004,-0.1389,-0.43,-0.5842,-0.6365,-0.6663
AOUT,2023-11-30,S2a,2023-12-01,8.4,True,0.109,micro,Consumer Cyclical,Leisure,False,True,True,0.064,,0.5,-0.0286,-0.1855,0.175,-0.1576,-0.1738,-0.6939
AOUT,2024-12-05,S2a,2024-12-06,13.23,True,0.17,micro,Consumer Cyclical,Leisure,False,True,True,0.04,,0.8,-0.1058,-0.0978,-0.4626,-0.6044,,
APAM,2021-04-28,S2b,2021-04-29,33.91,True,2.685,mid,Financial,Asset Management,True,False,True,0.433,12.4,2.9,-0.026,-0.1264,-0.3265,-0.3202,-0.2133,-0.2335
APAM,2021-08-04,S2b,2021-08-05,33.05,False,2.612,mid,Financial,Asset Management,True,False,True,0.503,9.7,2.5,-0.1455,-0.1681,-0.1807,-0.13,-0.0895,-0.132
APD,2021-08-09,S2b,2021-08-10,245.01,True,54.152,large,Basic Materials,Specialty Chemicals,True,False,True,0.261,27.4,5.5,-0.0819,-0.1038,-0.021,0.0168,0.0814,0.0431
APEI,2022-03-02,S2b,2022-03-03,20.91,True,0.391,small,Consumer Defensive,Education & Training Services,True,True,True,0.793,22.0,0.9,-0.5304,-0.4373,-0.5079,-0.4506,-0.4491,-0.6621
APEI,2022-08-09,S2b,2022-08-10,12.47,False,0.235,micro,Consumer Defensive,Education & Training Services,False,True,True,0.918,,0.4,-0.0128,0.0072,-0.5285,-0.6075,0.0946,-0.2132
APEI,2024-05-07,S2a,2024-05-08,17.87,True,0.314,small,Consumer Defensive,Education & Training Services,False,False,True,0.032,,0.5,-0.0319,-0.1958,0.4471,0.3407,2.1505,1.6896
APEI,2024-08-06,S2a,2024-08-07,12.3,False,0.217,micro,Consumer Defensive,Education & Training Services,False,False,True,0.039,,0.4,0.778,0.6123,1.3602,1.126,,
APG,2022-05-04,S2b,2022-05-05,11.48,True,1.952,small,Industrials,Engineering & Construction,True,True,True,0.832,78.1,0.5,0.0134,0.0962,0.306,0.292,1.1725,0.8846
APG,2022-08-04,S1超,2022-08-05,11.53,False,1.961,small,Industrials,Engineering & Construction,True,True,True,0.686,31.1,0.4,0.2543,0.2545,0.6254,0.5272,0.885,0.5954
APH,2021-04-30,S2b,2021-05-03,31.59,True,9.456,mid,Technology,Electronic Components,True,False,True,0.277,7.3,1.0,0.1878,0.0694,0.0963,0.0876,0.153,0.1477
APH,2021-07-30,S2b,2021-08-02,34.74,False,10.396,large,Technology,Electronic Components,True,False,True,0.335,7.4,1.1,0.1117,0.0595,0.0625,0.1167,0.2417,0.1814
APH,2022-10-28,S1,2022-10-31,36.71,True,21.994,large,Technology,Electronic Components,True,False,True,0.169,12.1,1.8,0.0135,-0.0714,0.0734,-0.0265,0.8014,0.2856
APH,2024-10-25,S2b,2024-10-28,67.77,True,40.587,large,Technology,Electronic Components,True,False,True,0.262,18.5,2.9,0.1101,0.1557,1.0149,0.8176,,
APH,2025-04-25,S2b,2025-04-28,75.23,False,90.979,large,Technology,Electronic Components,True,False,True,0.477,37.7,5.8,0.815,0.5606,0.9075,0.6007,,
APLE,2021-08-05,S2a+S2b,2021-08-06,11.15,True,2.546,mid,Real Estate,REIT - Hotel & Motel,False,False,True,2.051,,3.7,0.1246,0.107,0.1161,0.1684,0.111,0.061
APLE,2021-11-04,S2a,2021-11-05,12.45,False,2.843,mid,Real Estate,REIT - Hotel & Motel,False,False,True,0.862,,3.5,0.02,0.1309,0.0045,0.1891,0.1111,0.1522
APLE,2022-02-22,S2b,2022-02-23,12.57,False,2.869,mid,Real Estate,REIT - Hotel & Motel,True,False,True,0.871,152.4,3.1,0.0016,0.0171,0.0591,0.0942,0.0856,-0.1561
APO,2022-11-08,S2b,2022-11-09,57.12,True,32.709,large,Financial,Asset Management,False,False,True,1.763,,4.5,0.0326,-0.075,0.4144,0.2365,1.7661,1.12
APO,2023-05-09,S2b,2023-05-10,60.28,False,34.205,large,Financial,Asset Management,False,False,True,5.15,,3.0,0.3513,0.2763,0.798,0.5181,1.155,0.7506
APO,2023-11-07,S2a,2023-11-08,81.28,False,46.132,large,Financial,Asset Management,False,False,True,-0.129,,1.9,0.3485,0.1572,0.9437,0.5571,0.6088,0.0346
APO,2024-02-27,S2a,2024-02-28,108.13,True,61.391,large,Financial,Asset Management,False,False,True,-0.129,,2.3,0.0227,-0.0871,0.3539,0.1652,-0.0367,-0.4252
APO,2024-05-07,S2b,2024-05-08,109.61,False,62.368,large,Financial,Asset Management,True,False,True,0.328,16.6,2.2,0.4414,0.2775,0.1918,0.0853,0.2101,-0.2508
APO,2024-11-06,S2b,2024-11-07,155.86,False,88.188,large,Financial,Asset Management,True,False,True,1.995,23.4,3.8,-0.1861,-0.1343,-0.161,-0.3012,,
APOG,2022-07-01,S1,2022-07-05,36.11,True,0.802,small,Industrials,Building Products & Equipment,True,True,True,0.094,18.9,0.6,0.1207,0.1188,0.2199,0.0408,0.6178,0.1214
APP,2021-11-12,S2a,2021-11-15,102.77,True,38.399,large,Communication Services,Advertising Agencies,False,False,False,0.904,,16.1,-0.6364,-0.498,-0.849,-0.7144,-0.6064,-0.5984
APP,2023-08-09,S2a,2023-08-10,37.2,True,12.964,large,Communication Services,Advertising Agencies,True,True,False,-0.034,166.5,4.4,0.246,0.1134,1.0801,0.8681,11.5156,11.0515
APP,2024-05-08,S2b,2024-05-09,84.69,False,27.86,large,Communication Services,Advertising Agencies,True,False,True,0.479,66.2,8.2,2.4244,2.2671,2.8793,2.7806,4.5325,4.08
APP,2025-05-07,S2b,2025-05-08,339.51,True,114.877,large,Communication Services,Advertising Agencies,True,False,True,0.403,73.8,23.8,0.826,0.6317,0.3801,0.0597,,
APPF,2022-05-09,S2b,2022-05-10,85.84,True,2.99,mid,Technology,Software - Application,False,False,True,0.334,,8.1,0.4062,0.4089,0.6617,0.6097,1.8811,1.5347
APPF,2023-10-27,S2a+S2b,2023-10-30,183.59,True,6.698,mid,Technology,Software - Application,False,False,True,0.323,,11.7,0.2353,0.0187,0.1854,-0.2291,0.2839,-0.3942
APPF,2024-04-26,S2a+S2b,2024-04-29,238.05,False,8.73,mid,Technology,Software - Application,True,False,False,0.377,786.7,13.7,-0.091,-0.2388,-0.1442,-0.2448,-0.3055,-0.7346
APPN,2022-05-05,S2b,2022-05-06,47.52,True,,,Technology,Software - Infrastructure,False,False,True,0.286,,,-0.2456,-0.1771,-0.2854,-0.3055,-0.3062,-0.6018
APPN,2022-08-04,S2b,2022-08-05,54.46,False,,,Technology,Software - Infrastructure,False,False,True,0.326,,,-0.2161,-0.216,-0.0902,-0.1884,-0.4737,-0.7633
APPS,2021-02-03,S2b,2021-02-04,77.19,True,6.901,mid,Technology,Software - Application,True,False,True,1.46,245.1,26.8,-0.1798,-0.324,-0.4291,-0.6064,-0.7761,-0.8757
APPS,2021-08-09,S2b,2021-08-10,60.08,False,5.711,mid,Technology,Software - Application,True,False,True,2.603,146.0,12.2,-0.1615,-0.1833,-0.6117,-0.5739,-0.8419,-0.8802
